name;artist;duration;url;original_url;image;game;amountOfDancers;difficulty;sinceVersion
Won't Be Long;Exile & Koda Kumi;3:57;https://youtu.be/_U8I-FaKqj0v=Hb_Rg2bGRLg;https://www.youtube.com/watch?v=Hb_Rg2bGRLg;wont_be_long;wii;2;1;10
Work Bitch (Extreme);Britney Spears;3:43;https://youtu.be/CUAPWdbzOUE?t=2;null;work_bitch_extreme;2019;1;4;11
Worth It;Fifth Harmony Ft. Kid Ink;3:46;https://youtu.be/EVDXVZ5_dEU;null;worth_it;2017;1;3;12
Worth It (Fanmade);Fifth Harmony ft. Kid Ink;3:32;https://youtu.be/U6Yw3bUK3qc?t=5;https://youtu.be/gcMWR5wSFMA?t=5;worth_it_fanmade;fanmade;1;2;11
Wouldn’t It Be Nice;The Beach Boys;2:08;https://youtu.be/8lMygQg5PAYv=W1o1Yu74dyE;https://www.youtube.com/watch?v=W1o1Yu74dyE;wouldnt_it_be_nice;2023;2;1;11
Y.M.C.A;Village People;3:36;https://youtu.be/7yqUZnNQdD4?t=10;https://youtu.be/YCDCwuGcEmA?t=10;ymca;2014;4;1;0
Yameen Yasar;DJ Absi;3:24;https://youtu.be/wtTJKJHXyIs;null;yameen_yasar;2021;3;3;12
Yo-kai Taiso Dai-Ichi;Dream5;2:19;https://youtu.be/ip9MmL13sHA;null;yo-kai_taiso_dai-ichi;ykwd;2;1;12
You Can Dance;Chilly Gonzales;2:50;https://youtu.be/09UhgpBf71s?t=17;https://youtu.be/5muI50FMMXo?t=17;you_can_dance;2022;1;1;11
You Don’t Know Me;Jax Jones ft. RAYE;3:33;https://youtu.be/BChmDrKb04k?t=28;https://youtu.be/MWCrWyaVr2s?t=28;you_dont_know_me;unlimited;1;1;11
You Make Me Feel...;Cobra Starship ft. Sabi;3:27;https://youtu.be/zYQ2Qtxg4xw?t=15;https://youtu.be/SawiuSMGW2E?t=15;you_make_me_feel;4;1;1;9
You Spin me Round (Like a Record);Dead or Alive;2:57;https://youtu.be/owMLxdrKWosv=b_rI0UaI00g;https://www.youtube.com/watch?v=b_rI0UaI00g;you_spin_me_round;2015;1;2;0
You’ve Got a Friend In Me;Randy Newman;2:00;https://youtu.be/CzeSO4RYzEE?t=11;https://youtu.be/KpaBB335svY?t=11;youve_got_a_friend_in_me;2021;1;1;11
Zenit;ONUKA;3:53;https://youtu.be/WNiKf7h5QP0;null;zenit;2021;1;1;12
Zero To Hero;Hercule;2:59;https://youtu.be/_814pSygzzY;null;zero_to_hero;2024;3;2;12
abc;The Jackson 5;2:00;https://youtu.be/gGv86uKXYJI?t=13;https://youtu.be/GD0iEr3zajY?t=13;abc;kids;1;1;11
thatPOWER (Extreme Version);will.i.am Ft. Justin Bieber;4:22;https://youtu.be/Zp0_AQjn2ec?t=20;https://youtu.be/TQgIM93bGM4?t=20;that_power_extreme;2014;1;4;1
Échame La Culpa;Luis Fonsi;2:38;https://youtu.be/AEmonL-hMQs?t=14;https://youtu.be/RzvXipjAcmI?t=14;la_cupa;fanmade;2;2;9
